run_id,evaluation_id,checkpoint,checkpoint_sha256,dataset,protocol,calibration,finite_scope,nonfinite_embedding_rows,far_rule,requested_far,actual_far,tar_percent,threshold,source,source_sha256,scores,scores_sha256
controlled_degree2_accuracy_recovery_head_only_v3_20260908,0915_no_ijbc_head,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/train/student_best.pt,618d6ee7b6b38a35eb8f5e768df13c07a3d2acc6a7fa5287275f046e5c7e920b,IJB-C,0915_full_original_flip,no_ijbc_calibration_in_verified_chain_but_historical_ijbb_overlap,augmented_embeddings_only,0,strict,0.01,0.00999134723522041,97.6427877486322,0.1383031092686658,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/ijbc_epoch1/result/controlled_d2/ijbc.npy,d03bd7e9222af4c7c673381e5ef6105ee2246e2d69c644aea51cbc099ab1ad55
controlled_degree2_accuracy_recovery_head_only_v3_20260908,0915_no_ijbc_head,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/train/student_best.pt,618d6ee7b6b38a35eb8f5e768df13c07a3d2acc6a7fa5287275f046e5c7e920b,IJB-C,0915_full_original_flip,no_ijbc_calibration_in_verified_chain_but_historical_ijbb_overlap,augmented_embeddings_only,0,nearest,0.01,0.00999134723522041,97.6427877486322,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/ijbc_epoch1/result/controlled_d2/ijbc.npy,d03bd7e9222af4c7c673381e5ef6105ee2246e2d69c644aea51cbc099ab1ad55
controlled_degree2_accuracy_recovery_head_only_v3_20260908,0915_no_ijbc_head,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/train/student_best.pt,618d6ee7b6b38a35eb8f5e768df13c07a3d2acc6a7fa5287275f046e5c7e920b,IJB-C,0915_full_original_flip,no_ijbc_calibration_in_verified_chain_but_historical_ijbb_overlap,augmented_embeddings_only,0,strict,0.1,0.09996942246439847,98.80861072761671,0.07099331558106256,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/ijbc_epoch1/result/controlled_d2/ijbc.npy,d03bd7e9222af4c7c673381e5ef6105ee2246e2d69c644aea51cbc099ab1ad55
controlled_degree2_accuracy_recovery_head_only_v3_20260908,0915_no_ijbc_head,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/train/student_best.pt,618d6ee7b6b38a35eb8f5e768df13c07a3d2acc6a7fa5287275f046e5c7e920b,IJB-C,0915_full_original_flip,no_ijbc_calibration_in_verified_chain_but_historical_ijbb_overlap,augmented_embeddings_only,0,nearest,0.1,0.09996942246439847,98.80861072761671,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/controlled_degree2_accuracy_recovery_head_only_v3_20260908/ijbc_epoch1/result/controlled_d2/ijbc.npy,d03bd7e9222af4c7c673381e5ef6105ee2246e2d69c644aea51cbc099ab1ad55
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,1e-06,9.591447804747792e-07,90.35639412997904,0.46535702349941854,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,1e-06,1.0230877658397645e-06,90.38707368205758,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,1e-05,9.847219746207734e-06,94.86117502684462,0.3485184620480048,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,1e-05,9.847219746207734e-06,94.86117502684462,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,0.0001,9.847219746207733e-05,96.55366364984404,0.267762704546643,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,0.0001,0.00010000682911083698,96.5587769085238,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,0.001,0.0009927787907767615,97.7143733701488,0.19538163703957112,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,0.001,0.0010001322340937348,97.71948662882856,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,0.01,0.009799134621213264,98.54272127626936,0.1322409906100725,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,0.01,0.010039879961112434,98.54783453494912,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,strict,0.1,0.09792177624405554,99.10006647236284,0.0685523974213165,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
ms1mv3_r50,0915_prelu_baseline,work_dirs/ms1mv3_r50/model.pt,ac658cc7cdbce5de90b8cd36de19b29f22ee283e016884f85252aa0a50a1841a,IJB-C,0915_full_original_flip,baseline_reference,full_module_audit,0,nearest,0.1,0.10139228177474012,99.1051797310426,unknown,docs/0915_result/metrics.json,6d4c8a7485bc227362f5dfc62f6c3e37282b4b8655d79e01e5eccdc0a684061c,work_dirs/channelwise_prelu_verified_20260915/ijbc_full/original_prelu/ijbc.npy,9bad98d2f0bcd6a07918499e6ac1ed5142c2efbdff05012ed6c66eed103c24cb
