artifact_group,method,requested_far,tar_percent,far_rule,actual_far,checkpoint_sha256,calibration,review_status,finite_evidence,source,source_sha256,original_csv
controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908,ijbc-IJBC,0.001,96.12,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [16], ""path"": ""work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/slurm-357611.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908,ijbc-IJBC,0.01,97.69,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [16], ""path"": ""work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/slurm-357611.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908,ijbc-IJBC,0.1,98.89,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [16], ""path"": ""work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/slurm-357611.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_accuracy_recovery_ms1mv3_v1_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,1e-06,49.76,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,1e-05,74.44,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,0.0001,90.58,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,0.001,95.51,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,0.01,97.75,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_source_causal_v16_20260909,ijbc-IJBC,0.1,98.92,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362550.out""}, {""nonfinite_augmented_embedding_rows"": [0], ""path"": ""work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/slurm-362546.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_source_causal_v16_20260909/candidate_s1_0965/ijbc/result/controlled_d2/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,1e-06,90.14,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,1e-05,93.88,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,0.0001,95.89,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,0.001,97.35,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,0.01,98.41,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_geometry_20260915,ijbc-IJBC,0.1,99.05,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,1e-06,90.24,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,1e-05,93.83,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,0.0001,95.89,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,0.001,97.34,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,0.01,98.37,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_pair_geometry_20260915,ijbc-IJBC,0.1,99.04,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_pair_geometry_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_pair_geometry_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-06,84.82,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-05,92.98,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.0001,95.76,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.001,97.17,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.01,98.33,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.1,99.04,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [12], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/slurm-358333.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_final_manual/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-06,85.56,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-05,93.01,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.0001,95.78,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.001,97.19,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.01,98.35,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.1,99.03,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [13], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/slurm-358226.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch2/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-06,85.52,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,1e-05,93.06,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.0001,95.74,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.001,97.19,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.01,98.31,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908,ijbc-IJBC,0.1,99.01,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [], ""logs"": [{""nonfinite_augmented_embedding_rows"": [9], ""path"": ""work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/slurm-357998.out""}]}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/controlled_degree2_tail_ms1mv3_narrow_guard_v4_20260908/ijbc_epoch1/result/controlled_d2/ijbc_tar_at_far.csv
channelwise_template_population_expanded_20260915,ijbc-IJBC,1e-06,89.01,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_population_expanded_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_population_expanded_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
channelwise_template_population_expanded_20260915,ijbc-IJBC,1e-05,93.78,historical_nearest,unknown,unknown,unknown,needs_review,"{""audits"": [{""embedding_nonfinite_rows"": 0, ""keys"": [""nonfinite_values"", ""embedding_nonfinite_rows"", ""batches"", ""source_images"", ""augmented_embeddings"", ""target"", ""audited_input_rows"", ""audited_output_rows"", ""scope""], ""nonfinite_values"": 0, ""path"": ""work_dirs/channelwise_template_population_expanded_20260915/ijbc_full/finite_audit.json""}], ""logs"": []}",docs/0915_result/selection_evidence.json,b3b3e645064c9908daf001457c568f17a43bbe1472855cd30b3113527fa81d28,work_dirs/channelwise_template_population_expanded_20260915/ijbc_full/pair_geometry/ijbc_tar_at_far.csv
