site,channels,left_lam_fit_min,left_lam_fit_p10,left_lam_fit_median,left_lam_fit_p90,left_lam_fit_max,right_lam_fit_min,right_lam_fit_p10,right_lam_fit_median,right_lam_fit_p90,right_lam_fit_max,right_over_left_lam_fit_min,right_over_left_lam_fit_p10,right_over_left_lam_fit_median,right_over_left_lam_fit_p90,right_over_left_lam_fit_max,left_lam_reg_over_fit_min,left_lam_reg_over_fit_p10,left_lam_reg_over_fit_median,left_lam_reg_over_fit_p90,left_lam_reg_over_fit_max,right_lam_reg_over_fit_min,right_lam_reg_over_fit_p10,right_lam_reg_over_fit_median,right_lam_reg_over_fit_p90,right_lam_reg_over_fit_max,left_c0_min,left_c0_p10,left_c0_median,left_c0_p90,left_c0_max,right_c0_min,right_c0_p10,right_c0_median,right_c0_p90,right_c0_max,left_c1_min,left_c1_p10,left_c1_median,left_c1_p90,left_c1_max,right_c1_min,right_c1_p10,right_c1_median,right_c1_p90,right_c1_max,left_c2_min,left_c2_p10,left_c2_median,left_c2_p90,left_c2_max,right_c2_min,right_c2_p10,right_c2_median,right_c2_p90,right_c2_max,right_over_left_c0_min,right_over_left_c0_p10,right_over_left_c0_median,right_over_left_c0_p90,right_over_left_c0_max,right_over_left_c2_min,right_over_left_c2_p10,right_over_left_c2_median,right_over_left_c2_p90,right_over_left_c2_max,c1_abs_difference_min,c1_abs_difference_p10,c1_abs_difference_median,c1_abs_difference_p90,c1_abs_difference_max,normalized_curve_rmse_min,normalized_curve_rmse_p10,normalized_curve_rmse_median,normalized_curve_rmse_p90,normalized_curve_rmse_max,raw_curve_rmse_on_overlap_min,raw_curve_rmse_on_overlap_p10,raw_curve_rmse_on_overlap_median,raw_curve_rmse_on_overlap_p90,raw_curve_rmse_on_overlap_max
layer3.3.prelu,256,1.0431761741638184,1.9198081493377686,2.433418393135071,3.2464075088500977,6.234541893005371,0.33768993616104126,0.6381849646568298,0.8620658814907074,1.0728338956832886,1.79700767993927,0.27897894382476807,0.32307690382003784,0.35449521243572235,0.3673960119485855,0.37029892206192017,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.06177736446261406,0.13017719238996506,0.19569476693868637,0.2742583304643631,0.5696105360984802,0.020030489191412926,0.042649343609809875,0.06652595102787018,0.08955289795994759,0.1685156673192978,0.4050899147987366,0.43875478208065033,0.454933762550354,0.4913802444934845,0.562289834022522,0.4050899147987366,0.43875478208065033,0.454933762550354,0.4913802444934845,0.562289834022522,0.1037253886461258,0.20265452563762665,0.2725154906511307,0.3540634661912918,0.584429144859314,0.36056116223335266,0.6147631108760834,0.7937560975551605,1.0662228465080261,1.803364634513855,0.2958436608314514,0.3230009377002716,0.3389062434434891,0.34557875990867615,0.34924790263175964,2.819246530532837,2.856558084487915,2.9247515201568604,3.0947494506835938,3.586047887802124,0.0,0.0,0.0,0.0,0.0,4.57472996660053e-05,0.00020339395279835048,0.007306134892394721,0.012301169417776236,0.015866542060197872,0.04192661216149574,0.08331965113735185,0.1164335957259321,0.1474354648729475,0.27536132511925165
layer3.4.prelu,256,1.1510183811187744,2.118242621421814,2.5186636447906494,3.18940806388855,4.9169697761535645,0.47905704379081726,0.8833529949188232,1.102211356163025,1.3789033889770508,2.3013646602630615,0.3475186824798584,0.414568156003952,0.41620269417762756,0.46697425842285156,0.4814346432685852,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.0722140297293663,0.1323787197470665,0.18155909329652786,0.2350461706519127,0.49001699686050415,0.030296850949525833,0.054918427020311356,0.07657565176486969,0.10135839879512787,0.21645943820476532,0.3886120319366455,0.43029119074344635,0.4454614222049713,0.4607298970222473,0.5127599239349365,0.3886120319366455,0.43029119074344635,0.4454614222049713,0.4607298970222473,0.5127599239349365,0.12683023512363434,0.2206006869673729,0.2743515223264694,0.3275979310274124,0.536036491394043,0.2849012315273285,0.5159964561462402,0.645347386598587,0.786521315574646,1.2827675342559814,0.37078768014907837,0.4111647307872772,0.41695478558540344,0.44352276623249054,0.44886818528175354,2.2080862522125244,2.2266619205474854,2.4005342721939087,2.4171864986419678,2.790407657623291,0.0,0.0,0.0,0.0,0.0,3.3353445043330365e-05,0.00022322746942325878,0.0008959841210442415,0.010537488450079145,0.016259195817929235,0.05350599231653548,0.11305781350513247,0.13945848693869417,0.18077568647383324,0.25094184049187124
layer3.5.prelu,256,1.363228440284729,2.1078457832336426,2.4866682291030884,2.9451167583465576,3.7184300422668457,0.7744662761688232,1.222490668296814,1.4322919249534607,1.8024521470069885,2.3631951808929443,0.5407614707946777,0.5681118965148926,0.5692307949066162,0.6386697590351105,0.6507195830345154,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.40000003576278687,0.08326481282711029,0.13792777061462402,0.16849631816148758,0.20898456871509552,0.31916970014572144,0.04726594686508179,0.07834061607718468,0.0972757413983345,0.1234980970621109,0.19106735289096832,0.4126855134963989,0.4271278381347656,0.4434884488582611,0.4655809551477432,0.5005676746368408,0.4126855134963989,0.4271278381347656,0.4434884488582611,0.4655809551477432,0.5005676746368408,0.18261900544166565,0.23610300570726395,0.2849317491054535,0.32708846032619476,0.47355571389198303,0.3001350462436676,0.3982684761285782,0.49214963614940643,0.5711058080196381,0.8368250727653503,0.5493713021278381,0.5575859546661377,0.5755776166915894,0.6067392826080322,0.6212801337242126,1.6000651121139526,1.628361999988556,1.7492766976356506,1.774655044078827,1.8486108779907227,0.0,0.0,0.0,0.0,0.0,5.498944107709146e-05,0.0003774683050577842,0.0017844495427126509,0.010073347159410613,0.01380839443523533,0.07503855662932442,0.12209393922231282,0.14879139242342418,0.17774778831755764,0.24984471429493754
layer3.6.prelu,256,1.6241211891174316,2.0913219451904297,2.3742990493774414,2.985971450805664,3.9110188484191895,0.5216279625892639,0.6730042695999146,0.7792508602142334,1.066865086555481,1.4274941682815552,0.2556356191635132,0.3218080997467041,0.32307693362236023,0.36451593041419983,0.37102821469306946,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.40000003576278687,0.09098596125841141,0.13704552501440048,0.16077275574207306,0.21716823428869247,0.33982229232788086,0.02930595725774765,0.04389194957911968,0.05221850611269474,0.07411098852753639,0.11721402406692505,0.4173077642917633,0.42727425694465637,0.44030123949050903,0.45342646539211273,0.4828660786151886,0.4173077642917633,0.42727425694465637,0.44030123949050903,0.45342646539211273,0.4828660786151886,0.1739267259836197,0.23291368782520294,0.29864610731601715,0.3426489382982254,0.406134694814682,0.4996419847011566,0.6708889007568359,0.911941409111023,1.0666229128837585,1.266442894935608,0.2862207293510437,0.31583814322948456,0.3268466293811798,0.3451208621263504,0.354455828666687,2.8118770122528076,2.8693829774856567,3.078631043434143,3.1301417350769043,3.9969899654388428,0.0,0.0,0.0,0.0,0.0,3.950834730052757e-05,0.0004268004488676379,0.002013998678610778,0.011399622324124399,0.014725644309328677,0.07007974029072886,0.09998452350987931,0.11396491801241293,0.150558085670155,0.2071745157242422
layer3.7.prelu,256,1.5431268215179443,2.1265944242477417,2.3930587768554688,2.8622859716415405,3.4347362518310547,0.4985486567020416,0.6911196708679199,0.7854079008102417,1.0220099091529846,1.2635599374771118,0.32117554545402527,0.32244186103343964,0.32307693362236023,0.360000416636467,0.3693273067474365,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.40000003576278687,0.09046150743961334,0.14130841940641403,0.16386787593364716,0.21789716929197311,0.3014143109321594,0.02915140427649021,0.045062363147735596,0.05299682728946209,0.07446552440524101,0.10417962074279785,0.397795170545578,0.42672616243362427,0.43737179040908813,0.4449252188205719,0.4827428162097931,0.397795170545578,0.42672616243362427,0.43737179040908813,0.4449252188205719,0.4827428162097931,0.19830216467380524,0.2413264438509941,0.2984086573123932,0.3359415680170059,0.43026167154312134,0.566460907459259,0.6978696882724762,0.9129598140716553,1.041410207748413,1.3298038244247437,0.3139044940471649,0.3167206197977066,0.32591865956783295,0.3452948033809662,0.351859986782074,2.8178062438964844,2.8626405000686646,3.0833486318588257,3.12561571598053,3.14762544631958,0.0,0.0,0.0,0.0,0.0,6.169636597363669e-05,0.000436861534942744,0.0017808886771326477,0.009217548091128971,0.01439177842071732,0.0683564164103423,0.10203868064933524,0.11581772467335519,0.1456217107606274,0.17717529854223268
layer3.8.prelu,256,1.7194862365722656,2.1455037593841553,2.433418393135071,2.839847683906555,4.110917568206787,0.7671554684638977,0.985896497964859,1.127770185470581,1.3676090240478516,1.8964866399765015,0.44440165162086487,0.4452769160270691,0.4470326006412506,0.5060252547264099,0.5100234150886536,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.11006714403629303,0.1460716873407364,0.17426814138889313,0.2193460837006569,0.3651776611804962,0.049150217324495316,0.0657854862511158,0.080577801913023,0.10424497723579407,0.17032331228256226,0.3794856071472168,0.4291044920682907,0.43921662867069244,0.44616007804870605,0.4579334855079651,0.3794856071472168,0.4291044920682907,0.43921662867069244,0.44616007804870605,0.4579334855079651,0.16237521171569824,0.24545570462942123,0.2886712998151779,0.3304681181907654,0.41732102632522583,0.3448878228664398,0.5185975432395935,0.6328469216823578,0.7272218465805054,0.9036453366279602,0.4370781481266022,0.44103825092315674,0.4542948752641678,0.4771479070186615,0.4838947653770447,2.0413827896118164,2.069327235221863,2.2222055196762085,2.2508939504623413,2.2643184661865234,0.0,0.0,0.0,0.0,0.0,8.815520524604803e-05,0.00038216303694791606,0.0019120741638544761,0.011741802755331317,0.015076966680085358,0.09585896386543921,0.12209749084271532,0.13939816688279927,0.16421355950879057,0.22267559944285056
layer3.9.prelu,256,1.1901689767837524,2.0667784214019775,2.415923237800598,3.006591796875,5.576799392700195,0.5299547910690308,1.0134350061416626,1.199878990650177,1.4825029373168945,2.4881105422973633,0.44440165162086487,0.4461539089679718,0.4971434772014618,0.5080204010009766,0.5123723149299622,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.07123623788356781,0.1479858085513115,0.19480601698160172,0.2716432362794876,0.5582255125045776,0.03185346722602844,0.06929299980401993,0.09245561808347702,0.1264168620109558,0.24953009188175201,0.42279696464538574,0.4329330176115036,0.44494275748729706,0.45580926537513733,0.48897114396095276,0.42279696464538574,0.4329330176115036,0.44494275748729706,0.45580926537513733,0.48897114396095276,0.10667794942855835,0.2170591726899147,0.2815242409706116,0.33768418431282043,0.5449686646461487,0.23869191110134125,0.45460475981235504,0.5867416262626648,0.7085340619087219,1.2212409973144531,0.44446325302124023,0.4470307230949402,0.47298045456409454,0.47834472358226776,0.480594664812088,2.058366537094116,2.067934513092041,2.0895118713378906,2.2368154525756836,2.2441415786743164,0.0,0.0,0.0,0.0,0.0,9.047502567008577e-05,0.0004500511041338045,0.009420183111261984,0.012728611777746542,0.01688740424165021,0.06185867888814153,0.12322003059488369,0.14033475402571874,0.16902109417898203,0.24735175613110902
layer3.10.prelu,256,1.3767056465148926,2.1265904903411865,2.489109754562378,3.0663394927978516,4.192602157592773,0.6154322028160095,0.9525274634361267,1.150558590888977,1.4873740673065186,1.8742296695709229,0.44440168142318726,0.4452769458293915,0.44703254103660583,0.4971435070037842,0.5100234150886536,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.0836983323097229,0.14062032848596573,0.1769534945487976,0.2595739811658859,0.3929595947265625,0.03731667250394821,0.06296178326010704,0.08057818189263344,0.12063740193843842,0.17526797950267792,0.37744593620300293,0.4257352650165558,0.43877077102661133,0.44994230568408966,0.5143744945526123,0.37744593620300293,0.4257352650165558,0.43877077102661133,0.44994230568408966,0.5143744945526123,0.15045763552188873,0.2199852466583252,0.2843452990055084,0.3348488509654999,0.4757412075996399,0.3369096517562866,0.4676376283168793,0.6221714019775391,0.7467363476753235,1.0632505416870117,0.44179439544677734,0.44480179250240326,0.448046013712883,0.47317638993263245,0.48108527064323425,2.0511462688446045,2.077993869781494,2.233835220336914,2.244214653968811,2.2564942836761475,0.0,0.0,0.0,0.0,0.0,5.6587774372179734e-05,0.0001716470189810113,0.0007767821450712826,0.009084492538511894,0.014236616489276032,0.07207083786654687,0.12243865019863401,0.14370608098492194,0.16942273956286225,0.21118514911974343
layer3.11.prelu,256,0.2245747298002243,2.2404130697250366,2.5788381099700928,3.1027709245681763,4.491494655609131,0.11164586246013641,1.0045050978660583,1.1642217636108398,1.4947075843811035,2.232917308807373,0.44440165162086487,0.4452769160270691,0.4461539089679718,0.4971434772014618,0.5090209245681763,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.003534145886078477,0.1456959769129753,0.18185128271579742,0.25325168669223785,0.38744640350341797,0.001604926073923707,0.06513409316539764,0.08194196596741676,0.11910085007548332,0.17952796816825867,0.4121140241622925,0.4263344705104828,0.43692396581172943,0.44735416769981384,0.5133665204048157,0.4121140241622925,0.4263344705104828,0.43692396581172943,0.44735416769981384,0.5133665204048157,0.13949750363826752,0.21849364787340164,0.27435821294784546,0.3177523761987686,2.6627049446105957,0.2924770414829254,0.4623761475086212,0.6088617146015167,0.7111676633358002,5.376531600952148,0.44256481528282166,0.44535011053085327,0.4471724182367325,0.47267813980579376,0.4792466163635254,2.0191991329193115,2.080121159553528,2.235872983932495,2.242252469062805,2.25353741645813,0.0,0.0,0.0,0.0,0.0,5.786097950528675e-05,0.000172119218401668,0.0005380971104127267,0.009158278933239838,0.01346875583515376,0.013825597482912726,0.12786410375239451,0.1456864510758082,0.17446871752737533,0.242305342569193
layer3.12.prelu,256,1.0555641651153564,2.1946059465408325,2.5161882638931274,3.1665515899658203,4.5807414054870605,0.47001832723617554,0.9966228604316711,1.2109482288360596,1.5214142799377441,2.3164420127868652,0.44440165162086487,0.446153849363327,0.49147121608257294,0.5010715126991272,0.5106908679008484,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.0729878693819046,0.15746086835861206,0.19741565734148026,0.27279727160930634,0.47537410259246826,0.032651301473379135,0.07114716991782188,0.09082640707492828,0.12818152457475662,0.22638489305973053,0.4099730849266052,0.43154826760292053,0.44100095331668854,0.45048166811466217,0.5095054507255554,0.4099730849266052,0.43154826760292053,0.44100095331668854,0.45048166811466217,0.5095054507255554,0.12938611209392548,0.20899128913879395,0.2724742889404297,0.3165573328733444,0.5676860213279724,0.26958513259887695,0.44607242941856384,0.5821396708488464,0.7006824612617493,1.271101951599121,0.4429807662963867,0.4458612650632858,0.46830956637859344,0.4744129329919815,0.4792563021183014,2.054652452468872,2.0769959688186646,2.1155847311019897,2.2413238286972046,2.252048969268799,0.0,0.0,0.0,0.0,0.0,1.6746983662254344e-05,0.00015081582210101766,0.006974878127208431,0.010318779143110236,0.013217713185637626,0.04749534139767499,0.12042198997762192,0.14334072158405686,0.17350045476086265,0.2449419881512872
layer3.13.prelu,256,1.320981502532959,2.1265904903411865,2.444609761238098,3.0936167240142822,4.500340461730957,0.5905217528343201,0.9638389348983765,1.1226115226745605,1.446962594985962,2.0038976669311523,0.4435281455516815,0.4452768862247467,0.4461539089679718,0.4995950907468796,0.510360062122345,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.08622364699840546,0.1415800303220749,0.17736361175775528,0.24435191601514816,0.3970007598400116,0.03857031092047691,0.0632697157561779,0.08031205832958221,0.11069552600383759,0.1772022247314453,0.41077008843421936,0.4284580647945404,0.43873658776283264,0.45038168132305145,0.48668038845062256,0.41077008843421936,0.4284580647945404,0.43873658776283264,0.45038168132305145,0.48668038845062256,0.14740507304668427,0.22122100740671158,0.28773897886276245,0.3334400802850723,0.4907948672771454,0.3299843370914459,0.4854670614004135,0.6252486109733582,0.745938241481781,1.0965547561645508,0.44302797317504883,0.44485633075237274,0.447012335062027,0.47441285848617554,0.4805811941623688,2.0594496726989746,2.076079249382019,2.2374026775360107,2.2443889379501343,2.2514193058013916,0.0,0.0,0.0,0.0,0.0,2.0753476689332053e-05,0.0001428297142585662,0.0005156014336874682,0.009482219153329332,0.014550267506008706,0.06738090463966534,0.12225630330355272,0.13893381574051866,0.17878902126886914,0.23990852527318152
layer4.0.prelu,512,1.1591719388961792,1.841664719581604,2.2585031986236572,2.6534061193466187,3.8191800117492676,0.4897501766681671,0.7824007153511048,0.9608118832111359,1.1695118069648747,1.745727777481079,0.4069354236125946,0.42166951298713684,0.42250001430511475,0.4241658717393875,0.4826648533344269,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.06621506810188293,0.12788776457309722,0.16589205712080002,0.21617871820926673,0.3545280992984772,0.02801441214978695,0.05408815257251263,0.07030380144715309,0.09216019064188005,0.15900251269340515,0.37380582094192505,0.4150648444890976,0.44450896978378296,0.47326091527938846,0.5138802528381348,0.37380582094192505,0.4150648444890976,0.44450896978378296,0.47326091527938846,0.5138802528381348,0.169089674949646,0.2617851793766022,0.30995602905750275,0.36628284454345705,0.5632601380348206,0.400021493434906,0.612871378660202,0.7272324562072754,0.8657993197441102,1.3313018083572388,0.4140326976776123,0.42196102142333985,0.42279152572155,0.4240426063537598,0.45396503806114197,2.175847053527832,2.3560762643814086,2.3637752532958984,2.3698676586151124,2.455828905105591,0.0,0.0,0.0,0.0,0.0,5.119550403484179e-06,8.352399788681537e-05,0.0004255326006852776,0.0008286880990196449,0.013174281234100717,0.059996776423293846,0.096132866535451,0.11923921397009402,0.1477310170386881,0.2069155595299768
layer4.1.prelu,512,0.9280903339385986,1.8554831624031067,2.419512987136841,3.3521076917648323,8.050496101379395,0.3898104727268219,0.7853309512138367,1.0202349424362183,1.4299875378608708,3.421470880508423,0.35070058703422546,0.4208406835794449,0.42250001430511475,0.42416587471961975,0.4826648235321045,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.050986796617507935,0.14457179754972457,0.19101282209157944,0.2778639554977418,0.6047717332839966,0.021492386236786842,0.06134386770427227,0.08086064457893372,0.11769289374351503,0.2564200758934021,0.39232495427131653,0.42918688654899595,0.4520040303468704,0.4720545530319214,0.541054368019104,0.39232495427131653,0.42918688654899595,0.4520040303468704,0.4720545530319214,0.541054368019104,0.07563753426074982,0.1937394395470619,0.2762548625469208,0.3560078114271164,0.654002845287323,0.17786037921905518,0.45528612434864046,0.6560898423194885,0.8359300136566162,1.5553407669067383,0.37972381711006165,0.42177769243717195,0.42298679053783417,0.42424695789813993,0.4514612853527069,2.153695821762085,2.3536335945129396,2.3628976345062256,2.3722517013549806,2.793332099914551,0.0,0.0,0.0,0.0,0.0,1.856048634183815e-05,0.00010697999698107764,0.0004626689598955375,0.0008549339891132752,0.011975662078031262,0.0441884108397046,0.0895458972436598,0.12173668293678064,0.1697316556567548,0.36238578482548695
layer4.2.prelu,512,0.22825084626674652,2.3357837200164795,2.6670154333114624,3.3872408866882324,4.565016746520996,0.09406264871358871,0.9868686318397522,1.125705599784851,1.43082811832428,1.8812531232833862,0.39315417408943176,0.4208407402038574,0.42250004410743713,0.42416587471961975,0.4456191956996918,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000834465027,0.3999999761581421,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.40000003576278687,0.0029449888970702887,0.1237400658428669,0.14295008778572083,0.1981541156768799,0.31611377000808716,0.0012384417932480574,0.05232622921466827,0.060445863753557205,0.08371567651629448,0.13388624787330627,0.3541553318500519,0.3942084163427353,0.4079452157020569,0.4318999469280243,0.5,0.3541553318500519,0.3942084163427353,0.4079452157020569,0.4318999469280243,0.5,0.1525515615940094,0.21477268785238265,0.2846637964248657,0.332388636469841,2.6390228271484375,0.3599216639995575,0.5090361833572388,0.6734215319156647,0.7859142303466797,6.403172969818115,0.40840497612953186,0.42198332250118253,0.4229765981435776,0.4238790452480316,0.4335640072822571,2.24042010307312,2.353354501724243,2.362022638320923,2.3709648847579956,2.545417070388794,0.0,0.0,0.0,0.0,0.0,1.9161674820933554e-05,9.106794725028983e-05,0.0005758268061546263,0.0007980790922603904,0.002090693300404531,0.013743759039770084,0.1492715008822865,0.17039848659613127,0.20192184092224744,0.2808554593186368
